priority_number,priority_date,application_number,provisional,n,priority_country,application_country,filing_order,duplicate_priority
US14977744A 2015-12-22,2015-12-22,US14977744A 2015-12-22,FALSE,1,US,US,1,FALSE
US2015269180P 2015-12-18,2015-12-18,US15381776A 2016-12-16,TRUE,3,US,US,1,FALSE
GB20145553A 2014-03-27,2014-03-27,US15129732A 2016-09-27,FALSE,3,GB,US,1,FALSE
US14971738A 2015-12-16,2015-12-16,US14971738A 2015-12-16,FALSE,1,US,US,1,FALSE
US2015265944P 2015-12-10,2015-12-10,US15373427A 2016-12-08,TRUE,3,US,US,1,FALSE
US14963468A 2015-12-09,2015-12-09,US14963468A 2015-12-09,FALSE,1,US,US,1,FALSE
FR20151760A 2015-08-21,2015-08-21,US15242026A 2016-08-19,FALSE,1,FR,US,1,FALSE
US2015267449P 2015-12-15,2015-12-15,US15367320A 2016-12-02,TRUE,5,US,US,1,FALSE
US2015264989P 2015-12-09,2015-12-09,US15406938A 2017-01-16,TRUE,7,US,US,1,FALSE
US14965784A 2015-12-10,2015-12-10,US14965784A 2015-12-10,FALSE,1,US,US,1,FALSE
CN201410036845A 2014-01-24,2014-01-24,US15113809A 2016-10-16,FALSE,3,CN,US,1,FALSE
US2015265936P 2015-12-10,2015-12-10,US15372979A 2016-12-08,TRUE,3,US,US,1,FALSE
US201444906P 2014-09-02,2014-09-02,US15443836A 2017-02-27,TRUE,4,US,US,1,FALSE
RU2014103626A 2014-02-03,2014-02-03,US15116349A 2017-02-27,FALSE,2,RU,US,1,FALSE
US2015266923P 2015-12-14,2015-12-14,US15374088A 2016-12-09,TRUE,3,US,US,1,FALSE
JP2015241758A 2015-12-11,2015-12-11,US15370302A 2016-12-06,FALSE,1,JP,US,1,FALSE
US2015266069P 2015-12-11,2015-12-11,US15374382A 2016-12-09,TRUE,3,US,US,1,FALSE
US2015264801P 2015-12-08,2015-12-08,US15274738A 2016-09-23,TRUE,3,US,US,1,FALSE
US2015262080P 2015-12-02,2015-12-02,US15074342A 2016-03-18,TRUE,3,US,US,1,FALSE
WO2014EP61873A 2014-06-06,2014-06-06,US15316305A 2016-12-05,FALSE,1,WO,US,1,FALSE
US14958549A 2015-12-03,2015-12-03,US14958549A 2015-12-03,FALSE,1,US,US,1,FALSE
US2015262138P 2015-12-02,2015-12-02,US15368546A 2016-12-02,TRUE,3,US,US,1,FALSE
US14956657A 2015-12-02,2015-12-02,US14956657A 2015-12-02,FALSE,1,US,US,1,FALSE
US201483492P 2014-11-24,2014-11-24,US15438370A 2017-02-21,TRUE,7,US,US,1,FALSE
FR20141530A 2014-07-08,2014-07-08,US15324252A 2017-01-05,FALSE,2,FR,US,1,FALSE
US2015202716P 2015-08-07,2015-08-07,US15230467A 2016-08-07,TRUE,3,US,US,1,FALSE
WO2015CN80527A 2015-06-01,2015-06-01,US15437513A 2017-02-21,FALSE,1,WO,US,1,FALSE
AU2014902742A 2014-07-16,2014-07-16,US15325934A 2017-01-12,FALSE,2,AU,US,1,FALSE
US201446702P 2014-09-05,2014-09-05,US15366920A 2016-12-01,TRUE,16,US,US,1,FALSE
JP2015232369A 2015-11-27,2015-11-27,US15263855A 2016-09-13,FALSE,1,JP,US,1,FALSE
US14954235A 2015-11-30,2015-11-30,US14954235A 2015-11-30,FALSE,1,US,US,1,FALSE
US2015261748P 2015-12-01,2015-12-01,US15365800A 2016-11-30,TRUE,3,US,US,1,FALSE
US2015261059P 2015-11-30,2015-11-30,US14972939A 2015-12-17,TRUE,3,US,US,1,FALSE
US2013879608P 2013-09-18,2013-09-18,US15429074A 2017-02-09,TRUE,6,US,US,1,FALSE
GB201410050A 2014-06-06,2014-06-06,US15327220A 2017-01-18,FALSE,2,GB,US,1,FALSE
US2015259988P 2015-11-25,2015-11-25,US15214431A 2016-07-19,TRUE,3,US,US,1,FALSE
US14947620A 2015-11-20,2015-11-20,US14947620A 2015-11-20,FALSE,1,US,US,1,FALSE
US2015257722P 2015-11-20,2015-11-20,US15356512A 2016-11-18,TRUE,7,US,US,1,FALSE
US14949322A 2015-11-23,2015-11-23,US14949322A 2015-11-23,FALSE,1,US,US,1,FALSE
US2015257963P 2015-11-20,2015-11-20,US15333250A 2016-10-25,TRUE,3,US,US,1,FALSE
US14945782A 2015-11-19,2015-11-19,US14945782A 2015-11-19,FALSE,1,US,US,1,FALSE
US2015258917P 2015-11-23,2015-11-23,US15360681A 2016-11-23,TRUE,3,US,US,1,FALSE
NZ623985A 2014-04-17,2014-04-17,US15303290A 2016-10-11,FALSE,2,NZ,US,1,FALSE
CN201520932562U 2015-11-20,2015-11-20,US15356327A 2016-11-18,FALSE,2,CN,US,1,FALSE
US2015255295P 2015-11-13,2015-11-13,US15348935A 2016-11-10,TRUE,3,US,US,1,FALSE
US2015216662P 2015-09-10,2015-09-10,US15260726A 2016-09-09,TRUE,3,US,US,1,FALSE
US2015254557P 2015-11-12,2015-11-12,US15171941A 2016-06-02,TRUE,3,US,US,1,FALSE
US201421084P 2014-07-04,2014-07-04,US15384721A 2016-12-20,TRUE,4,US,US,1,FALSE
US2015254181P 2015-11-12,2015-11-12,US15348646A 2016-11-10,TRUE,3,US,US,1,FALSE
US14945351A 2015-11-18,2015-11-18,US14945351A 2015-11-18,FALSE,1,US,US,1,FALSE
US14945078A 2015-11-18,2015-11-18,US14945078A 2015-11-18,FALSE,1,US,US,1,FALSE
US14944935A 2015-11-18,2015-11-18,US14944935A 2015-11-18,FALSE,1,US,US,1,FALSE
FR201452723A 2014-03-28,2014-03-28,US15129891A 2016-09-28,FALSE,2,FR,US,1,FALSE
FR201560859A 2015-11-13,2015-11-13,US15345216A 2016-11-07,FALSE,1,FR,US,1,FALSE
NL1040863A 2014-06-23,2014-06-23,US15320867A 2016-12-21,FALSE,2,NL,US,1,FALSE
JP2014134037A 2014-06-30,2014-06-30,US15322286A 2016-12-27,FALSE,2,JP,US,1,FALSE
US2015255215P 2015-11-13,2015-11-13,US15349575A 2016-11-11,TRUE,3,US,US,1,FALSE
US2015253571P 2015-11-10,2015-11-10,US15345912A 2016-11-08,TRUE,5,US,US,1,FALSE
CN201510729467A 2015-10-30,2015-10-30,US15172708A 2016-06-03,FALSE,1,CN,US,1,FALSE
US14931803A 2015-11-03,2015-11-03,US14931803A 2015-11-03,FALSE,2,US,US,1,FALSE
US2015248684P 2015-10-30,2015-10-30,US15337346A 2016-10-28,TRUE,3,US,US,1,FALSE
US14929858A 2015-11-02,2015-11-02,US14929858A 2015-11-02,FALSE,1,US,US,1,FALSE
US14931570A 2015-11-03,2015-11-03,US14931570A 2015-11-03,FALSE,1,US,US,1,FALSE
US2015115954P 2015-02-13,2015-02-13,US15404668A 2017-01-12,TRUE,5,US,US,1,FALSE
EP2015192815A 2015-11-03,2015-11-03,US15342108A 2016-11-02,FALSE,1,EP,US,1,FALSE
US2015249608P 2015-11-02,2015-11-02,US15296189A 2016-10-18,TRUE,3,US,US,1,FALSE
US2015245024P 2015-10-22,2015-10-22,US15331485A 2016-10-21,TRUE,3,US,US,1,FALSE
NZ713598A 2015-10-23,2015-10-23,US15298696A 2016-10-20,FALSE,1,NZ,US,1,FALSE
US2015247010P 2015-10-27,2015-10-27,US15334520A 2016-10-26,TRUE,3,US,US,1,FALSE
US14884518A 2015-10-15,2015-10-15,US14884518A 2015-10-15,FALSE,1,US,US,1,FALSE
US2014934678P 2014-01-31,2014-01-31,US15391682A 2016-12-27,TRUE,19,US,US,1,FALSE
FR201559927A 2015-10-19,2015-10-19,US15293772A 2016-10-14,FALSE,1,FR,US,1,FALSE
WO2015CN75923A 2015-04-03,2015-04-03,US14902345A 2015-12-31,FALSE,2,WO,US,1,FALSE
US14918021A 2015-10-20,2015-10-20,US14918021A 2015-10-20,FALSE,1,US,US,1,FALSE
US2015243065P 2015-10-17,2015-10-17,US15295494A 2016-10-17,TRUE,3,US,US,1,FALSE
US14880221A 2015-10-10,2015-10-10,US14880221A 2015-10-10,FALSE,1,US,US,1,FALSE
US14579253A 2014-12-22,2014-12-22,US14579253A 2014-12-22,FALSE,1,US,US,1,FALSE
US2015236822P 2015-10-02,2015-10-02,US15233859A 2016-08-10,TRUE,3,US,US,1,FALSE
US14875927A 2015-10-06,2015-10-06,US14875927A 2015-10-06,FALSE,1,US,US,1,FALSE
FR20141453A 2014-06-27,2014-06-27,US15320728A 2016-12-20,FALSE,2,FR,US,1,FALSE
US2015250894P 2015-11-04,2015-11-04,US15343185A 2016-11-03,TRUE,3,US,US,1,FALSE
US14883406A 2015-10-14,2015-10-14,US14883406A 2015-10-14,FALSE,1,US,US,1,FALSE
US2015236033P 2015-10-01,2015-10-01,US15141388A 2016-04-28,TRUE,3,US,US,1,FALSE
US2013857302P 2013-07-23,2013-07-23,US15411226A 2017-01-20,TRUE,6,US,US,1,FALSE
FR201560735A 2015-11-10,2015-11-10,US15345292A 2016-11-07,FALSE,1,FR,US,1,FALSE
US2015249174P 2015-10-30,2015-10-30,US15337659A 2016-10-28,TRUE,3,US,US,1,FALSE
US2014991435P 2014-05-09,2014-05-09,US15237581A 2016-08-15,TRUE,28,US,US,1,FALSE
US14927141A 2015-10-29,2015-10-29,US14927141A 2015-10-29,FALSE,1,US,US,1,FALSE
US13662427A 2012-10-27,2012-10-27,US15403476A 2017-01-11,FALSE,11,US,US,1,FALSE
US14931891A 2015-11-04,2015-11-04,US14931891A 2015-11-04,FALSE,1,US,US,1,FALSE
US2015247691P 2015-10-28,2015-10-28,US15338291A 2016-10-28,TRUE,5,US,US,1,FALSE
KR2015149734A 2015-10-27,2015-10-27,US15157633A 2016-05-18,FALSE,1,KR,US,1,FALSE
US2015244310P 2015-10-21,2015-10-21,US15294804A 2016-10-17,TRUE,3,US,US,1,FALSE
US14923968A 2015-10-27,2015-10-27,US14923968A 2015-10-27,FALSE,1,US,US,1,FALSE
US2015245731P 2015-10-23,2015-10-23,US15298071A 2016-10-19,TRUE,5,US,US,1,FALSE
US2015244460P 2015-10-21,2015-10-21,US15299981A 2016-10-21,TRUE,5,US,US,1,FALSE
JP2015206280A 2015-10-20,2015-10-20,US15216235A 2016-07-21,FALSE,2,JP,US,1,FALSE
US2015242306P 2015-10-16,2015-10-16,US15287740A 2016-10-07,TRUE,4,US,US,1,FALSE
US14455171A 2014-08-08,2014-08-08,US14455171A 2014-08-08,FALSE,1,US,US,1,FALSE
US2013912018P 2013-12-05,2013-12-05,US14562020A 2014-12-05,TRUE,2,US,US,1,FALSE
US14925974A 2015-10-28,2015-10-28,US15343209A 2016-11-04,FALSE,19,US,US,1,FALSE
KR2015149203A 2015-10-27,2015-10-27,US15335730A 2016-10-27,FALSE,1,KR,US,1,FALSE
US2015247710P 2015-10-28,2015-10-28,US15338101A 2016-10-28,TRUE,3,US,US,1,FALSE
US14929553A 2015-11-02,2015-11-02,US14929553A 2015-11-02,FALSE,1,US,US,1,FALSE
US2015242830P 2015-10-16,2015-10-16,US15294459A 2016-10-14,TRUE,3,US,US,1,FALSE
US2015239230P 2015-10-08,2015-10-08,US15288478A 2016-10-07,TRUE,5,US,US,1,FALSE
US2015252034P 2015-11-06,2015-11-06,US15344014A 2016-11-04,TRUE,3,US,US,1,FALSE
US2015248758P 2015-10-30,2015-10-30,US15336581A 2016-10-27,TRUE,47,US,US,1,FALSE
WO2014US33027A 2014-04-04,2014-04-04,US15301572A 2016-10-03,FALSE,1,WO,US,1,FALSE
US2015246821P 2015-10-27,2015-10-27,US15269586A 2016-09-19,TRUE,3,US,US,1,FALSE
US2015212893P 2015-09-01,2015-09-01,US15254157A 2016-09-01,TRUE,3,US,US,1,FALSE
